"ID","Weightvar","age","state","region","income","ethnicity","education","party","candidate","headline_id","accuracy","headline_value","headline_status","fact_check_link","guessed_correctly"
"1143426269",0.78342505500703,32,"Virginia","South","$50,000 to $74,999","White","Ph.D.","Democrat","Hillary Clinton","A","very accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1144324537",2.52099164970128,32,"California","West","Less than $25,000","White","Some college, no degree","Democrat",NA,"A","somewhat accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1146572860",0.782696236992401,62,"Indiana","Midwest","$25,000 to $34,999","White","Some college, no degree","Independent","Donald Trump","A","somewhat accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1024408638",0.762636662671286,58,"Florida","South","$35,000 to $49,999","White","Graduate or professional degree","Independent","Hillary Clinton","A","not very accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1143766053",0.868279792083356,68,"Ohio","Midwest","Less than $25,000","White","Some college, no degree","Independent","Other","A","not at all accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1142402217",3.81298225972538,32,"Tennessee","South","$75,000 to $99,999","White","Ph.D.","Republican",NA,"A","not very accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1119915085",0.710922452758741,51,"Georgia","South","$25,000 to $34,999","White","Associate's degree","Republican","Donald Trump","A","not at all accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1064514012",0.779571624744114,60,"Indiana","Midwest","$35,000 to $49,999","White","Bachelor's degree","Independent","Donald Trump","A","not very accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1146638447",2.74406917497504,20,"Ohio","Midwest","Less than $25,000","Black or African American","Some college, no degree","Democrat",NA,"A","somewhat accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1133640884",0.606406390349257,61,"New York","Northeast","$50,000 to $74,999","White","Ph.D.","Democrat","Hillary Clinton","A","not at all accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1141608203",0.78342505500703,26,"Florida","South","$50,000 to $74,999","White","Graduate or professional degree","Democrat",NA,"A","very accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1029811888",0.745208663262054,73,"California","West","$35,000 to $49,999","White","Associate's degree","Republican","Donald Trump","A","not at all accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1136894552",0.708267147544739,31,"New York","Northeast","$50,000 to $74,999","White","Graduate or professional degree","Democrat","Hillary Clinton","A","somewhat accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1440203801",0.777038168084735,26,"Pennsylvania","Northeast","$25,000 to $34,999","White","Some college, no degree","Democrat","Donald Trump","A","somewhat accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1440203044",0.655952697822906,42,"Florida","South","$35,000 to $49,999","White","Ph.D.","Republican","Donald Trump","A","somewhat accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1440204134",0.6520319425082,26,"New York","Northeast","Less than $25,000","White","Graduate or professional degree","Republican","Donald Trump","A","somewhat accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1147313550",0.708267147544739,33,"New York","Northeast","$50,000 to $74,999","White","Graduate or professional degree","Republican","Donald Trump","A","very accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1147363982",0.862003044269134,30,"New York","Northeast","Less than $25,000","White","Ph.D.","Independent","Hillary Clinton","A","not at all accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1138071326",0.585416826972958,31,"New York","Northeast","$35,000 to $49,999","White","Associate's degree","Democrat","Hillary Clinton","A","somewhat accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1101469181",1.83197986887394,60,"Louisiana","South","Less than $25,000","Black or African American","Some college, no degree","Democrat","Hillary Clinton","A","very accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1440209462",0.862385727585071,40,"Wisconsin","Midwest","$35,000 to $49,999","Other race","Some college, no degree","Republican","Donald Trump","A","somewhat accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1440210301",0.730594154538575,40,"Florida","South","Less than $25,000","White","Associate's degree","Independent",NA,"A","not very accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1128805656",1.06591561391398,31,"Alabama","South","$75,000 to $99,999","White","Ph.D.","Independent","Donald Trump","A","somewhat accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1100815321",0.830006637822764,66,"California","West","Less than $25,000","White","Bachelor's degree","Republican","Donald Trump","A","somewhat accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1147364152",0.708267147544739,33,"New York","Northeast","$50,000 to $74,999","White","Graduate or professional degree","Republican","Donald Trump","A","somewhat accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1440212231",0.71619679789663,67,"Arizona","West","$35,000 to $49,999","White","Associate's degree","Democrat","Donald Trump","A","very accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1144906241",1.40916793216201,33,"Florida","South","$75,000 to $99,999","White","Graduate or professional degree","Democrat",NA,"A","very accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1440212774",2.46690887467462,68,"Florida","South","$75,000 to $99,999","Other race","Ph.D.","Democrat","Hillary Clinton","A","not at all accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"C1440213792",0.708267147544739,25,"New Hampshire","Northeast","$50,000 to $74,999","White","Graduate or professional degree","Republican","Donald Trump","A","very accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1014771438",0.630970840518837,62,"New Jersey","Northeast","$50,000 to $74,999","White","Ph.D.","Democrat","Hillary Clinton","A","very accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1147133729",1.1337222958378,24,"Minnesota","Midwest","$75,000 to $99,999","White","Ph.D.","Republican","Donald Trump","A","somewhat accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"C1440216498",0.765693397654372,60,"Louisiana","South","$25,000 to $34,999","White","Bachelor's degree","Republican","Donald Trump","A","somewhat accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1145379134",0.756146757569984,36,"Illinois","Midwest","$25,000 to $34,999","White","Graduate or professional degree","Democrat","Hillary Clinton","A","very accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1144098906",1.37696520825518,34,"California","West","$75,000 to $99,999","White","Graduate or professional degree","Republican",NA,"A","very accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1147345836",0.849417785205719,64,"Alabama","South","Less than $25,000","White","Some college, no degree","Republican","Donald Trump","A","somewhat accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1146074834",1.90691563484602,30,"California","West","Less than $25,000","Other race","Bachelor's degree","Independent","Donald Trump","A","somewhat accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1101714904",0.600294675625689,45,"Florida","South","$50,000 to $74,999","White","Associate's degree","Independent","Donald Trump","A","not very accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","yes"
"1131145523",0.579052238275037,32,"Arizona","West","$50,000 to $74,999","White","Graduate or professional degree","Republican",NA,"A","very accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
"1144397717",2.50345942472709,29,"New York","Northeast","$75,000 to $99,999","Other race","Ph.D.","Republican","Donald Trump","A","somewhat accurate","Pope Francis Shocks World Endorses Donald Trump for President Releases Statement","Fake","<a href=http://www.snopes.com/pope-francis-donald-trump-endorsement/>Snopes</a>","no"
